datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count
2011-01-03 07:00:00,1,0,1,1,5.74,6.82,50,12.998,0,62,62
2011-01-03 08:00:00,1,0,1,1,5.74,6.06,50,19.0012,1,152,153
2011-01-03 09:00:00,1,0,1,1,6.56,6.82,43,26.0027,6,78,84
2011-01-03 10:00:00,1,0,1,1,7.38,8.335,43,16.9979,7,32,39
2011-01-03 11:00:00,1,0,1,1,8.2,9.09,40,22.0028,9,44,53
2011-01-03 12:00:00,1,0,1,1,9.02,10.605,35,19.9995,12,45,57
2011-01-03 13:00:00,1,0,1,1,9.84,10.605,35,19.0012,6,52,58
2011-01-03 14:00:00,1,0,1,1,10.66,12.12,30,19.0012,11,70,81
2011-01-03 15:00:00,1,0,1,1,10.66,12.12,30,16.9979,13,56,69
2011-01-03 16:00:00,1,0,1,1,10.66,12.12,30,16.9979,8,59,67
2011-01-03 17:00:00,1,0,1,1,9.84,11.365,30,15.0013,10,143,153
2011-01-03 18:00:00,1,0,1,1,9.84,12.88,32,7.0015,10,147,157
2011-01-03 19:00:00,1,0,1,1,8.2,12.88,47,0.0,8,98,106
2011-01-03 20:00:00,1,0,1,1,8.2,11.365,47,7.0015,2,45,47
2011-01-03 21:00:00,1,0,1,1,7.38,9.85,64,8.9981,2,43,45
2011-01-03 22:00:00,1,0,1,1,5.74,7.575,69,8.9981,0,17,17
2011-01-03 23:00:00,1,0,1,1,7.38,10.605,55,7.0015,1,9,10
2011-01-04 00:00:00,1,0,1,1,6.56,9.09,55,7.0015,0,6,6
2011-01-04 01:00:00,1,0,1,1,6.56,9.09,59,7.0015,-1,1,0
2011-01-04 02:00:00,1,0,1,1,5.74,7.575,63,8.9981,0,2,2
2011-01-04 04:00:00,1,0,1,1,5.74,9.09,63,6.0032,0,3,3
2011-01-04 05:00:00,1,0,1,1,4.92,7.575,68,7.0015,1,5,6
2011-01-04 06:00:00,1,0,1,1,4.92,7.575,74,7.0015,0,34,34
2011-01-04 07:00:00,1,0,1,1,4.92,7.575,74,8.9981,3,90,93
2011-01-04 08:00:00,1,0,1,1,5.74,7.575,69,11.0014,3,176,179
2011-01-04 09:00:00,1,0,1,1,6.56,7.575,64,15.0013,1,99,100
2011-01-04 10:00:00,1,0,1,2,6.56,6.82,69,22.0028,7,31,38
2011-01-04 11:00:00,1,0,1,1,9.02,10.605,51,19.9995,6,48,54
2011-01-04 12:00:00,1,0,1,1,9.02,11.365,51,11.0014,12,55,67
2011-01-04 13:00:00,1,0,1,1,9.84,11.365,56,12.998,17,78,95
2011-01-04 14:00:00,1,0,1,1,10.66,12.88,52,15.0013,7,53,60
2011-01-04 15:00:00,1,0,1,1,11.48,13.635,52,16.9979,17,47,64
2011-01-04 16:00:00,1,0,1,1,12.3,14.395,49,16.9979,13,65,78
2011-01-04 17:00:00,1,0,1,1,11.48,13.635,48,15.0013,9,201,210
2011-01-04 18:00:00,1,0,1,1,10.66,12.88,48,12.998,3,178,181
2011-01-04 19:00:00,1,0,1,1,9.84,12.88,48,7.0015,2,106,108
2011-01-04 20:00:00,1,0,1,1,9.84,12.88,48,7.0015,0,54,54
2011-01-04 21:00:00,1,0,1,1,9.02,13.635,64,0.0,0,49,49
2011-01-04 22:00:00,1,0,1,1,9.02,12.88,64,6.0032,0,33,33
2011-01-04 23:00:00,1,0,1,1,8.2,11.365,69,6.0032,1,7,8
2011-01-05 00:00:00,1,0,1,1,8.2,12.88,64,0.0,0,12,12
2011-01-05 01:00:00,1,0,1,1,6.56,9.85,74,6.0032,0,-1,-1
2011-01-05 02:00:00,1,0,1,1,6.56,9.85,74,6.0032,1,4,5
2011-01-05 04:00:00,1,0,1,1,9.84,11.365,48,15.0013,-1,3,2
2011-01-05 05:00:00,1,0,1,1,9.02,11.365,47,11.0014,0,10,10
2011-01-05 06:00:00,1,0,1,1,8.2,9.85,47,15.0013,0,35,35
2011-01-05 07:00:00,1,0,1,1,7.38,9.09,43,12.998,1,87,88
2011-01-05 08:00:00,1,0,1,1,8.2,9.09,40,19.9995,4,189,193
2011-01-05 09:00:00,1,0,1,1,9.02,9.85,37,22.0028,7,109,116
2011-01-05 10:00:00,1,0,1,1,9.02,9.85,37,22.0028,4,53,57
2011-01-05 11:00:00,1,0,1,1,10.66,11.365,33,22.0028,11,28,39
2011-01-05 12:00:00,1,0,1,1,10.66,11.365,33,22.0028,6,73,79
2011-01-05 13:00:00,1,0,1,1,11.48,12.88,30,19.9995,5,71,76
2011-01-05 14:00:00,1,0,1,1,12.3,14.395,28,12.998,10,50,60
2011-01-05 15:00:00,1,0,1,1,12.3,14.395,28,12.998,7,53,60
2011-01-05 16:00:00,1,0,1,1,12.3,15.91,28,6.0032,3,85,88
2011-01-05 17:00:00,1,0,1,1,9.84,11.365,38,12.998,3,189,192
2011-01-05 18:00:00,1,0,1,1,9.84,12.12,38,8.9981,3,168,171
2011-01-05 19:00:00,1,0,1,1,9.84,12.88,38,7.0015,3,125,128
2011-01-05 20:00:00,1,0,1,1,9.02,11.365,47,11.0014,8,85,93
2011-01-05 21:00:00,1,0,1,1,8.2,9.85,51,12.998,2,39,41
2011-01-05 22:00:00,1,0,1,1,7.38,9.85,55,8.9981,2,39,41
2011-01-05 23:00:00,1,0,1,1,8.2,12.88,47,0.0,0,18,18
2011-01-06 00:00:00,1,0,1,1,7.38,12.12,55,0.0,0,10,10
2011-01-06 01:00:00,1,0,1,1,6.56,11.365,64,0.0,0,4,4
2011-01-06 02:00:00,1,0,1,1,6.56,11.365,64,0.0,0,1,1
2011-01-06 04:00:00,1,0,1,2,6.56,9.85,64,6.0032,0,1,1
2011-01-06 05:00:00,1,0,1,2,5.74,9.09,69,6.0032,-1,0,-1
2011-01-06 06:00:00,1,0,1,2,5.74,8.335,63,7.0015,1,35,36
2011-01-06 07:00:00,1,0,1,2,6.56,11.365,59,0.0,0,91,91
2011-01-06 08:00:00,1,0,1,1,6.56,11.365,59,0.0,3,213,216
2011-01-06 09:00:00,1,0,1,2,7.38,12.12,51,0.0,6,118,124
2011-01-06 10:00:00,1,0,1,1,8.2,12.88,47,0.0,2,34,36
2011-01-06 11:00:00,1,0,1,1,9.02,12.88,44,6.0032,0,57,57
2011-01-06 12:00:00,1,0,1,1,10.66,14.395,35,0.0,4,79,83
2011-01-06 13:00:00,1,0,1,1,10.66,13.635,35,7.0015,12,58,70
2011-01-06 14:00:00,1,0,1,1,11.48,13.635,36,11.0014,8,55,63
2011-01-06 15:00:00,1,0,1,1,11.48,13.635,36,0.0,8,52,60
2011-01-06 16:00:00,1,0,1,1,10.66,12.88,38,11.0014,11,74,85
2011-01-06 17:00:00,1,0,1,1,9.02,11.365,51,11.0014,8,165,173
2011-01-06 18:00:00,1,0,1,1,9.02,11.365,51,8.9981,4,153,157
2011-01-06 19:00:00,1,0,1,1,9.02,12.88,55,6.0032,3,103,106
2011-01-06 20:00:00,1,0,1,1,8.2,10.605,51,11.0014,2,62,64
2011-01-06 21:00:00,1,0,1,2,9.02,10.605,55,15.0013,0,53,53
2011-01-06 22:00:00,1,0,1,2,9.02,10.605,51,19.0012,1,53,54
2011-01-06 23:00:00,1,0,1,2,8.2,9.85,59,12.998,3,20,23
2011-01-07 00:00:00,1,0,1,2,8.2,9.85,64,12.998,3,16,19
2011-01-07 01:00:00,1,0,1,2,8.2,9.85,69,15.0013,0,9,9
2011-01-07 02:00:00,1,0,1,2,8.2,9.85,69,15.0013,-1,2,1
2011-01-07 04:00:00,1,0,1,2,8.2,10.605,69,8.9981,0,4,4
2011-01-07 05:00:00,1,0,1,3,9.02,13.635,55,0.0,-2,4,2
2011-01-07 06:00:00,1,0,1,2,8.2,12.88,69,0.0,6,23,29
2011-01-07 07:00:00,1,0,1,1,8.2,10.605,69,8.9981,7,74,81
2011-01-07 08:00:00,1,0,1,1,8.2,9.85,51,16.9979,20,186,206
2011-01-07 09:00:00,1,0,1,1,8.2,9.09,47,19.9995,9,126,135
2011-01-07 10:00:00,1,0,1,1,9.02,9.85,37,22.0028,16,54,70
2011-01-07 11:00:00,1,0,1,2,8.2,9.85,40,15.0013,19,52,71
2011-01-07 12:00:00,1,0,1,2,8.2,9.85,37,16.9979,9,54,63
2011-01-07 13:00:00,1,0,1,2,8.2,9.09,37,19.0012,7,58,65
2011-01-07 14:00:00,1,0,1,2,8.2,9.85,40,16.9979,5,46,51
2011-01-07 15:00:00,1,0,1,2,8.2,10.605,37,11.0014,7,63,70
2011-01-07 16:00:00,1,0,1,2,8.2,10.605,37,11.0014,5,78,83
2011-01-07 17:00:00,1,0,1,2,8.2,12.88,37,0.0,8,173,181
2011-01-07 18:00:00,1,0,1,1,8.2,11.365,40,6.0032,7,118,125
2011-01-07 19:00:00,1,0,1,1,6.56,9.85,55,6.0032,0,94,94
2011-01-07 20:00:00,1,0,1,1,7.38,10.605,47,7.0015,0,54,54
2011-01-07 21:00:00,1,0,1,1,7.38,9.85,47,8.9981,0,41,41
2011-01-07 22:00:00,1,0,1,2,7.38,9.85,43,11.0014,1,40,41
2011-01-07 23:00:00,1,0,1,2,7.38,9.85,51,11.0014,0,17,17
2011-01-08 00:00:00,1,0,0,2,7.38,9.85,51,11.0014,0,23,23
2011-01-08 01:00:00,1,0,0,2,7.38,10.605,55,6.0032,-1,12,11
2011-01-08 02:00:00,1,0,0,2,7.38,12.12,55,0.0,2,12,14
2011-01-08 03:00:00,1,0,0,3,7.38,9.85,55,11.0014,0,11,11
2011-01-08 04:00:00,1,0,0,3,7.38,9.85,55,11.0014,1,-4,-3
2011-01-08 05:00:00,1,0,0,2,6.56,8.335,74,11.0014,0,1,1
2011-01-08 06:00:00,1,0,0,2,6.56,8.335,74,11.0014,0,1,1
2011-01-08 07:00:00,1,0,0,2,6.56,9.09,74,7.0015,0,6,6
2011-01-08 08:00:00,1,0,0,3,6.56,9.09,93,7.0015,2,17,19
2011-01-08 09:00:00,1,0,0,3,6.56,9.09,93,7.0015,0,26,26
2011-01-08 10:00:00,1,0,0,2,7.38,9.85,80,11.0014,5,50,55
2011-01-08 11:00:00,1,0,0,2,8.2,9.09,69,26.0027,1,64,65
2011-01-08 12:00:00,1,0,0,2,8.2,9.09,59,23.9994,9,89,98
2011-01-08 13:00:00,1,0,0,1,8.2,9.09,44,22.0028,6,96,102
2011-01-08 14:00:00,1,0,0,1,8.2,8.335,32,32.9975,11,78,89
2011-01-08 15:00:00,1,0,0,1,8.2,8.335,32,30.0026,5,73,78
2011-01-08 16:00:00,1,0,0,1,7.38,6.82,29,30.0026,9,67,76
2011-01-08 17:00:00,1,0,0,1,6.56,6.06,37,36.9974,3,61,64
2011-01-08 18:00:00,1,0,0,1,5.74,6.06,39,19.9995,2,48,50
2011-01-08 19:00:00,1,0,0,1,5.74,6.06,36,16.9979,2,21,23
2011-01-08 20:00:00,1,0,0,1,4.92,6.06,36,16.9979,0,27,27
2011-01-08 21:00:00,1,0,0,1,4.92,5.305,39,23.9994,2,37,39
2011-01-08 22:00:00,1,0,0,1,4.92,5.305,36,26.0027,0,32,32
2011-01-08 23:00:00,1,0,0,1,4.1,3.03,39,30.0026,0,22,22
2011-01-09 00:00:00,1,0,0,1,4.1,3.79,42,26.0027,0,22,22
2011-01-09 01:00:00,1,0,0,1,4.1,3.03,42,31.0009,1,10,11
2011-01-09 02:00:00,1,0,0,1,4.1,3.03,46,31.0009,0,13,13
2011-01-09 03:00:00,1,0,0,1,4.1,3.79,46,27.9993,0,8,8
2011-01-09 04:00:00,1,0,0,1,3.28,4.545,53,12.998,0,-2,-2
2011-01-09 05:00:00,1,0,0,1,3.28,4.545,53,12.998,0,-3,-3
2011-01-09 06:00:00,1,0,0,1,4.1,4.545,49,19.0012,-1,-3,-4
2011-01-09 07:00:00,1,0,0,1,3.28,4.545,53,12.998,0,3,3
2011-01-09 08:00:00,1,0,0,1,4.1,4.545,49,19.0012,0,12,12
2011-01-09 09:00:00,1,0,0,1,4.92,3.79,46,35.0008,0,17,17
2011-01-09 10:00:00,1,0,0,1,5.74,5.305,43,26.0027,0,53,53
2011-01-09 11:00:00,1,0,0,1,6.56,6.06,40,35.0008,0,43,43
2011-01-09 12:00:00,1,0,0,1,7.38,6.82,37,30.0026,5,78,83
2011-01-09 13:00:00,1,0,0,1,8.2,8.335,34,30.0026,6,69,75
2011-01-09 14:00:00,1,0,0,1,9.02,9.09,32,31.0009,7,61,68
2011-01-09 15:00:00,1,0,0,1,9.02,9.85,35,23.9994,4,72,76
2011-01-09 16:00:00,1,0,0,1,8.2,8.335,34,30.0026,12,83,95
2011-01-09 17:00:00,1,0,0,1,7.38,7.575,37,26.0027,4,60,64
2011-01-09 18:00:00,1,0,0,1,6.56,6.82,40,22.0028,3,35,38
2011-01-09 19:00:00,1,0,0,1,6.56,6.82,43,22.0028,1,38,39
2011-01-09 20:00:00,1,0,0,1,5.74,6.06,46,16.9979,0,40,40
2011-01-09 21:00:00,1,0,0,1,5.74,5.305,46,27.9993,0,17,17
2011-01-09 22:00:00,1,0,0,1,5.74,6.06,46,19.9995,5,10,15
2011-01-09 23:00:00,1,0,0,1,4.92,6.82,50,12.998,-1,9,8
2011-01-10 00:00:00,1,0,1,1,4.92,6.06,50,19.0012,2,1,3
2011-01-10 01:00:00,1,0,1,1,4.92,6.06,50,19.0012,3,4,7
2011-01-10 02:00:00,1,0,1,1,4.92,6.06,50,15.0013,-1,3,2
2011-01-10 03:00:00,1,0,1,1,4.92,6.06,50,15.0013,0,4,4
2011-01-10 04:00:00,1,0,1,1,4.1,6.06,54,8.9981,0,-2,-2
2011-01-10 05:00:00,1,0,1,1,4.1,5.305,54,16.9979,0,4,4
2011-01-10 06:00:00,1,0,1,1,4.92,6.06,50,19.0012,1,28,29
2011-01-10 07:00:00,1,0,1,1,4.92,6.06,50,15.0013,2,72,74
2011-01-10 08:00:00,1,0,1,2,4.92,6.06,50,19.0012,4,184,188
2011-01-10 09:00:00,1,0,1,2,5.74,6.06,50,16.9979,2,89,91
2011-01-10 10:00:00,1,0,1,2,5.74,6.06,50,19.9995,-2,33,31
2011-01-10 11:00:00,1,0,1,2,6.56,6.82,47,19.0012,3,30,33
2011-01-10 12:00:00,1,0,1,2,8.2,9.09,40,19.0012,4,45,49
2011-01-10 13:00:00,1,0,1,2,8.2,9.09,40,19.0012,5,53,58
2011-01-10 14:00:00,1,0,1,2,8.2,9.85,40,15.0013,0,50,50
2011-01-10 15:00:00,1,0,1,2,8.2,9.85,40,15.0013,1,44,45
2011-01-10 16:00:00,1,0,1,1,8.2,10.605,40,8.9981,3,67,70
2011-01-10 17:00:00,1,0,1,1,8.2,11.365,40,7.0015,3,169,172
2011-01-10 18:00:00,1,0,1,1,8.2,9.85,40,15.0013,1,155,156
2011-01-10 19:00:00,1,0,1,1,6.56,8.335,47,11.0014,3,86,89
2011-01-10 20:00:00,1,0,1,1,6.56,8.335,50,11.0014,0,69,69
2011-01-10 21:00:00,1,0,1,1,5.74,6.82,59,12.998,1,36,37
2011-01-10 22:00:00,1,0,1,1,5.74,7.575,59,11.0014,0,16,16
2011-01-10 23:00:00,1,0,1,1,5.74,7.575,59,11.0014,0,18,18
2011-01-11 00:00:00,1,0,1,1,5.74,8.335,59,7.0015,2,11,13
2011-01-11 01:00:00,1,0,1,1,5.74,7.575,59,11.0014,0,0,0
2011-01-11 02:00:00,1,0,1,2,6.56,7.575,55,12.998,1,8,9
2011-01-11 05:00:00,1,0,1,2,6.56,9.09,55,8.9981,1,5,6
2011-01-11 06:00:00,1,0,1,2,6.56,9.09,55,8.9981,-1,26,25
2011-01-11 07:00:00,1,0,1,2,6.56,11.365,55,0.0,1,94,95
2011-01-11 08:00:00,1,0,1,2,7.38,10.605,51,6.0032,3,214,217
2011-01-11 09:00:00,1,0,1,2,7.38,9.85,51,11.0014,3,128,131
2011-01-11 10:00:00,1,0,1,2,8.2,10.605,51,11.0014,2,50,52
2011-01-11 11:00:00,1,0,1,2,8.2,10.605,47,8.9981,3,26,29
2011-01-11 12:00:00,1,0,1,2,8.2,11.365,51,7.0015,2,57,59
2011-01-11 13:00:00,1,0,1,2,8.2,11.365,59,6.0032,6,42,48
2011-01-11 14:00:00,1,0,1,2,8.2,11.365,59,6.0032,2,51,53
2011-01-11 15:00:00,1,0,1,2,6.56,9.85,80,6.0032,1,47,48
2011-01-11 16:00:00,1,0,1,2,6.56,7.575,86,15.0013,2,69,71
2011-01-11 17:00:00,1,0,1,2,6.56,7.575,86,15.0013,7,130,137
2011-01-11 18:00:00,1,0,1,3,6.56,9.09,93,7.0015,0,88,88
2011-01-11 19:00:00,1,0,1,3,6.56,11.365,93,0.0,2,47,49
2011-01-11 20:00:00,1,0,1,3,6.56,7.575,93,12.998,0,33,33
2011-01-11 21:00:00,1,0,1,3,6.56,9.85,86,6.0032,0,23,23
2011-01-11 22:00:00,1,0,1,3,6.56,9.09,93,7.0015,1,26,27
2011-01-11 23:00:00,1,0,1,3,6.56,9.85,93,6.0032,0,21,21
2011-01-12 00:00:00,1,0,1,2,6.56,9.85,86,6.0032,-1,3,2
2011-01-12 01:00:00,1,0,1,2,6.56,9.09,86,7.0015,-1,5,4
2011-01-12 02:00:00,1,0,1,1,5.74,7.575,86,8.9981,0,2,2
2011-01-12 05:00:00,1,0,1,1,5.74,7.575,86,11.0014,0,4,4
2011-01-12 06:00:00,1,0,1,1,4.92,7.575,93,8.9981,0,13,13
2011-01-12 07:00:00,1,0,1,1,5.74,7.575,69,8.9981,0,50,50
2011-01-12 08:00:00,1,0,1,1,6.56,8.335,59,11.0014,2,122,124
2011-01-12 09:00:00,1,0,1,1,6.56,6.82,59,22.0028,2,75,77
2011-01-12 10:00:00,1,0,1,1,7.38,9.09,55,15.0013,1,41,42
2011-01-12 11:00:00,1,0,1,1,8.2,9.09,51,26.0027,3,36,39
2011-01-12 12:00:00,1,0,1,1,8.2,7.575,47,39.0007,2,54,56
2011-01-12 13:00:00,1,0,1,1,9.02,9.85,44,23.9994,1,50,51
2011-01-12 14:00:00,1,0,1,1,8.2,9.09,47,22.0028,0,41,41
2011-01-12 15:00:00,1,0,1,1,8.2,8.335,47,27.9993,0,48,48
2011-01-12 16:00:00,1,0,1,1,9.02,9.85,44,22.0028,6,60,66
2011-01-12 17:00:00,1,0,1,1,8.2,9.09,47,23.9994,0,138,138
2011-01-12 18:00:00,1,0,1,1,8.2,7.575,47,35.0008,2,137,139
2011-01-12 19:00:00,1,0,1,1,7.38,7.575,47,27.9993,0,84,84
2011-01-12 20:00:00,1,0,1,1,6.56,6.82,50,22.0028,4,55,59
2011-01-12 21:00:00,1,0,1,1,6.56,6.82,55,22.0028,0,56,56
2011-01-12 22:00:00,1,0,1,1,6.56,6.06,55,30.0026,0,39,39
2011-01-12 23:00:00,1,0,1,1,5.74,5.305,59,27.9993,2,17,19
2011-01-13 00:00:00,1,0,1,1,5.74,6.06,59,19.0012,0,4,4
2011-01-13 01:00:00,1,0,1,1,5.74,6.06,50,19.0012,-1,0,-1
2011-01-13 02:00:00,1,0,1,1,5.74,6.06,50,23.9994,-2,2,0
2011-01-13 03:00:00,1,0,1,1,5.74,6.06,50,22.0028,1,1,2
2011-01-13 04:00:00,1,0,1,1,5.74,6.06,50,16.9979,0,4,4
2011-01-13 05:00:00,1,0,1,1,5.74,6.06,50,19.9995,1,4,5
2011-01-13 06:00:00,1,0,1,1,4.92,7.575,54,8.9981,0,27,27
2011-01-13 07:00:00,1,0,1,1,4.92,7.575,54,8.9981,0,67,67
2011-01-13 08:00:00,1,0,1,1,5.74,6.82,50,12.998,3,201,204
2011-01-13 09:00:00,1,0,1,1,5.74,6.06,50,22.0028,1,140,141
2011-01-13 10:00:00,1,0,1,2,6.56,6.82,50,23.9994,1,37,38
2011-01-13 11:00:00,1,0,1,2,8.2,8.335,44,30.0026,4,36,40
2011-01-13 12:00:00,1,0,1,1,8.2,8.335,44,27.9993,1,48,49
2011-01-13 13:00:00,1,0,1,1,9.02,9.85,41,30.0026,1,82,83
2011-01-13 14:00:00,1,0,1,1,9.02,9.85,41,26.0027,2,40,42
2011-01-13 15:00:00,1,0,1,1,9.84,10.605,38,19.9995,5,52,57
2011-01-13 16:00:00,1,0,1,1,9.84,10.605,38,23.9994,2,73,75
2011-01-13 17:00:00,1,0,1,1,8.2,9.09,40,19.0012,4,156,160
2011-01-13 18:00:00,1,0,1,1,8.2,9.09,40,22.0028,4,144,148
2011-01-13 19:00:00,1,0,1,1,6.56,7.575,47,16.9979,1,100,101
2011-01-13 20:00:00,1,0,1,1,6.56,7.575,47,15.0013,0,68,68
2011-01-13 21:00:00,1,0,1,1,5.74,6.06,46,19.9995,1,42,43
2011-01-13 22:00:00,1,0,1,1,5.74,6.06,46,22.0028,-1,31,30
2011-01-13 23:00:00,1,0,1,1,4.92,6.82,50,12.998,0,14,14
2011-01-14 00:00:00,1,0,1,1,4.92,6.82,50,12.998,0,11,11
2011-01-14 01:00:00,1,0,1,1,4.1,6.06,54,11.0014,-2,0,-2
2011-01-14 02:00:00,1,0,1,1,4.1,6.06,54,8.9981,0,2,2
2011-01-14 03:00:00,1,0,1,1,4.1,6.82,54,7.0015,0,2,2
2011-01-14 05:00:00,1,0,1,1,4.1,6.82,54,6.0032,-1,12,11
2011-01-14 06:00:00,1,0,1,1,4.1,9.09,54,0.0,0,16,16
2011-01-14 07:00:00,1,0,1,1,4.1,6.06,74,11.0014,0,66,66
2011-01-14 08:00:00,1,0,1,1,4.92,8.335,68,0.0,1,153,154
2011-01-14 09:00:00,1,0,1,1,5.74,7.575,69,8.9981,0,115,115
2011-01-14 10:00:00,1,0,1,1,7.38,9.09,55,12.998,4,42,46
2011-01-14 11:00:00,1,0,1,1,7.38,8.335,51,19.0012,6,48,54
2011-01-14 12:00:00,1,0,1,1,8.2,9.85,44,16.9979,0,65,65
2011-01-14 13:00:00,1,0,1,1,9.02,9.85,37,26.0027,3,71,74
2011-01-14 14:00:00,1,0,1,1,9.02,10.605,41,19.0012,5,59,64
2011-01-14 15:00:00,1,0,1,1,9.84,12.12,38,11.0014,10,60,70
2011-01-14 16:00:00,1,0,1,1,9.02,12.12,41,7.0015,2,89,91
2011-01-14 17:00:00,1,0,1,1,9.02,11.365,41,11.0014,5,156,161
2011-01-14 18:00:00,1,0,1,1,8.2,12.88,47,0.0,4,131,135
2011-01-14 19:00:00,1,0,1,1,6.56,9.85,59,6.0032,3,90,93
2011-01-14 20:00:00,1,0,1,1,7.38,12.12,59,0.0,1,75,76
2011-01-14 21:00:00,1,0,1,1,6.56,11.365,69,0.0,4,41,45
2011-01-14 22:00:00,1,0,1,2,6.56,11.365,69,0.0,2,31,33
2011-01-14 23:00:00,1,0,1,2,7.38,12.12,55,0.0,0,22,22
2011-01-15 00:00:00,1,0,0,1,7.38,12.12,55,0.0,2,26,28
2011-01-15 01:00:00,1,0,0,2,6.56,9.85,59,6.0032,2,18,20
2011-01-15 02:00:00,1,0,0,2,6.56,9.85,59,6.0032,0,11,11
2011-01-15 03:00:00,1,0,0,2,6.56,11.365,59,0.0,0,7,7
2011-01-15 04:00:00,1,0,0,2,6.56,11.365,59,0.0,0,4,4
2011-01-15 05:00:00,1,0,0,1,6.56,11.365,59,0.0,0,6,6
2011-01-15 06:00:00,1,0,0,1,5.74,8.335,63,7.0015,2,1,3
2011-01-15 07:00:00,1,0,0,1,5.74,10.605,63,0.0,0,8,8
